dataset,ticker,metric,country,value,value_txt,period_end,period_span,unit,created_by,inter_country_comparison,as_reported,pfea,all_topics,dimensions,categories
CPI,CPI,YoY,IN,234.6,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Barber, Beautician, etc.][CPI]","[Barber, Beautician, etc.]","{""Barber, Beautician, etc."": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,195.3,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Bathroom and Sanitary Equipment][CPI],[Bathroom and Sanitary Equipment],"{""Bathroom and Sanitary Equipment"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,225.5,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Beans, Barbati][CPI]","[Beans, Barbati]","{""Beans, Barbati"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,166.1,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Bedding: Others][IN][CPI],[Bedding: Others],"{""Bedding: Others"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,186.3,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][Bed Sheet, Bed Cover (no.)][IN][CPI]","[Bed Sheet, Bed Cover (no.)]","{""Bed Sheet, Bed Cover (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,233.0,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Bedstead][IN][CPI],[Bedstead],"{""Bedstead"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,242.8,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Beef/ Buffalo Meat][CPI],[Beef/ Buffalo Meat],"{""Beef/ Buffalo Meat"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,215.4,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Beer (litre)][CPI],[Beer (litre)],"{""Beer (litre)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,182.9,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Besan][CPI],[Besan],"{""Besan"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,166.4,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Bicycle(without Accessories)][CPI],[Bicycle(without Accessories)],"{""Bicycle(without Accessories)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,218.1,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Bidi (no.)][CPI],[Bidi (no.)],"{""Bidi (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,165.2,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Biscuits, Chocolates, etc.][CPI]","[Biscuits, Chocolates, etc.]","{""Biscuits, Chocolates, etc."": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,220.3,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Black Pepper (gm)][CPI],[Black Pepper (gm)],"{""Black Pepper (gm)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,175.3,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Books, Journals: First Hand][CPI]","[Books, Journals: First Hand]","{""Books, Journals: First Hand"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,226.2,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Bread (bakery)][IN][CPI],[Bread (bakery)],"{""Bread (bakery)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,208.7,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Brinjal][IN][CPI],[Brinjal],"{""Brinjal"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,187.8,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Bucket, Water Bottle/ Feeding Bottle & Other Plastic Goods][CPI]","[Bucket, Water Bottle/ Feeding Bottle & Other Plastic Goods]","{""Bucket, Water Bottle/ Feeding Bottle & Other Plastic Goods"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,202.6,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Bus/tram Fare][CPI],[Bus/tram Fare],"{""Bus/tram Fare"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,204.0,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Butter][CPI],[Butter],"{""Butter"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,178.5,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Cabbage][CPI],[Cabbage],"{""Cabbage"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,167.7,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Candle (no.)][CPI],[Candle (no.)],"{""Candle (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,173.0,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Candy, Misri][CPI]","[Candy, Misri]","{""Candy, Misri"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,319.0,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Carpet, Daree & Other Floor Mattings][CPI]","[Carpet, Daree & Other Floor Mattings]","{""Carpet, Daree & Other Floor Mattings"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,207.4,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Carrot][IN][CPI],[Carrot],"{""Carrot"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,175.8,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Cashewnut][CPI],[Cashewnut],"{""Cashewnut"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,228.5,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Cauliflower][CPI],[Cauliflower],"{""Cauliflower"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,137.2,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][CD, DVD, Audio/video Cassette, etc][CPI]","[CD, DVD, Audio/video Cassette, etc]","{""CD, DVD, Audio/video Cassette, etc"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,183.5,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Cereal Substitutes: Tapioca, etc.][CPI]","[Cereal Substitutes: Tapioca, etc.]","{""Cereal Substitutes: Tapioca, etc."": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,190.9,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Chair, Stool, Bench, Table][CPI]","[Chair, Stool, Bench, Table]","{""Chair, Stool, Bench, Table"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,188.1,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Charcoal][CPI],[Charcoal],"{""Charcoal"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,255.2,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Cheroot (no.)][CPI],[Cheroot (no.)],"{""Cheroot (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,222.3,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Chicken][CPI],[Chicken],"{""Chicken"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,149.6,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Chips (gm)][IN][CPI],[Chips (gm)],"{""Chips (gm)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,191.6,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Chira][CPI],[Chira],"{""Chira"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,214.1,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Cigarettes (no.)][CPI],[Cigarettes (no.)],"{""Cigarettes (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,230.4,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Cinema: New Release(normal Day)][CPI],[Cinema: New Release(normal Day)],"{""Cinema: New Release(normal Day)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,171.4,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][Clock, Watch][IN][CPI]","[Clock, Watch]","{""Clock, Watch"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,187.8,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Cloth for Coat, Trousers, Suit, etc. (metre)][CPI]","[Cloth for Coat, Trousers, Suit, etc. (metre)]","{""Cloth for Coat, Trousers, Suit, etc. (metre)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,210.5,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Cloth for Shirt, Pyjama, Kurta, Salwar, etc. (metre)][CPI]","[Cloth for Shirt, Pyjama, Kurta, Salwar, etc. (metre)]","{""Cloth for Shirt, Pyjama, Kurta, Salwar, etc. (metre)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,183.0,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Cloth for Upholstery, Curtains, Tablecloth, etc. (metre)][CPI]","[Cloth for Upholstery, Curtains, Tablecloth, etc. (metre)]","{""Cloth for Upholstery, Curtains, Tablecloth, etc. (metre)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,179.2,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Clothing (first-hand): Other][IN][CPI],[Clothing (first-hand): Other],"{""Clothing (first-hand): Other"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,171.4,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Clothing: Second-hand][CPI],[Clothing: Second-hand],"{""Clothing: Second-hand"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,148.8,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Club Fees][IN][CPI],[Club Fees],"{""Club Fees"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,188.9,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Coal][CPI],[Coal],"{""Coal"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,181.4,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Coat, Jacket, Sweater, Windcheater (no.)][CPI]","[Coat, Jacket, Sweater, Windcheater (no.)]","{""Coat, Jacket, Sweater, Windcheater (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,262.3,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Coconut: Copra][CPI],[Coconut: Copra],"{""Coconut: Copra"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,342.7,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Coconut (no.)][CPI],[Coconut (no.)],"{""Coconut (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,425.9,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Coconut Oil][CPI],[Coconut Oil],"{""Coconut Oil"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,206.4,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Coffee: Cups (no.)][CPI],[Coffee: Cups (no.)],"{""Coffee: Cups (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,240.1,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Coffee: Powder (gm)][CPI],[Coffee: Powder (gm)],"{""Coffee: Powder (gm)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,203.1,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Coir, Rope, etc.][CPI]","[Coir, Rope, etc.]","{""Coir, Rope, etc."": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,149.2,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Coke][CPI],[Coke],"{""Coke"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,162.2,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Cold Beverages: Bottled/canned (litre)][CPI],[Cold Beverages: Bottled/canned (litre)],"{""Cold Beverages: Bottled/canned (litre)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,225.4,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Cooked Meals Purchased (no.)][CPI],[Cooked Meals Purchased (no.)],"{""Cooked Meals Purchased (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,204.9,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Cooked Snacks Purchased [samosa, Puri, Paratha, Burger, Chowmein, Idli, Dosa, Vada, Chops, Pakoras, Pao Bhaji, Etc.]][CPI]","[Cooked Snacks Purchased [samosa, Puri, Paratha, Burger, Chowmein, Idli, Dosa, Vada, Chops, Pakoras, Pao Bhaji, Etc.]]","{""Cooked Snacks Purchased [samosa, Puri, Paratha, Burger, Chowmein, Idli, Dosa, Vada, Chops, Pakoras, Pao Bhaji, Etc.]"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,207.6,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Country Liquor (litre)][CPI],[Country Liquor (litre)],"{""Country Liquor (litre)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,193.0,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Curd][CPI],[Curd],"{""Curd"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,216.9,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Curry Powder (gm)][CPI],[Curry Powder (gm)],"{""Curry Powder (gm)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,238.5,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Dates][IN][CPI],[Dates],"{""Dates"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,205.8,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Dhania (gm)][CPI],[Dhania (gm)],"{""Dhania (gm)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,205.5,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Dhoti (no.)][CPI],[Dhoti (no.)],"{""Dhoti (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,189.1,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Diesel for Vehicle][CPI],[Diesel for Vehicle],"{""Diesel for Vehicle"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,158.5,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Diesel (litre) [excl. Conveyance]][CPI],[Diesel (litre) [excl. Conveyance]],"{""Diesel (litre) [excl. Conveyance]"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,220.6,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Doctor’s/ Surgeon’s Fee-first Consultation (non-institutional)][CPI],[Doctor’s/ Surgeon’s Fee-first Consultation (non-institutional)],"{""Doctor’s/ Surgeon’s Fee-first Consultation (non-institutional)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,207.6,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Domestic Servant/cook][CPI],[Domestic Servant/cook],"{""Domestic Servant/cook"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,240.4,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Dry Chillies (gm)][CPI],[Dry Chillies (gm)],"{""Dry Chillies (gm)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,187.1,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Dung Cake][IN][CPI],[Dung Cake],"{""Dung Cake"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,229.3,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Earthenware][CPI],[Earthenware],"{""Earthenware"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,195.2,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Eggs (no.)][CPI],[Eggs (no.)],"{""Eggs (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,170.4,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Electric Batteries][CPI],[Electric Batteries],"{""Electric Batteries"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,146.3,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Electric Bulb, Tubelight][CPI]","[Electric Bulb, Tubelight]","{""Electric Bulb, Tubelight"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,146.0,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Electric Fan][IN][CPI],[Electric Fan],"{""Electric Fan"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,169.8,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Electric Iron, Heater, Toaster, Oven & Other Electric Heating Appliances][CPI]","[Electric Iron, Heater, Toaster, Oven & Other Electric Heating Appliances]","{""Electric Iron, Heater, Toaster, Oven & Other Electric Heating Appliances"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,165.6,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Electricity (std. Unit)][CPI],[Electricity (std. Unit)],"{""Electricity (std. Unit)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,216.8,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Family Planning Devices][CPI],[Family Planning Devices],"{""Family Planning Devices"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,181.4,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Firewood and Chips][CPI],[Firewood and Chips],"{""Firewood and Chips"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,219.3,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Fish, Prawn][CPI]","[Fish, Prawn]","{""Fish, Prawn"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,217.1,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Flower (fresh): All Purposes][CPI],[Flower (fresh): All Purposes],"{""Flower (fresh): All Purposes"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,242.5,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Goods for Recreation and Hobbies][IN][CPI],[Goods for Recreation and Hobbies],"{""Goods for Recreation and Hobbies"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,166.3,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][Gourd, Pumpkin][IN][CPI]","[Gourd, Pumpkin]","{""Gourd, Pumpkin"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,198.7,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Gram Products][IN][CPI],[Gram Products],"{""Gram Products"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,174.9,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Gram: Split][CPI],[Gram: Split],"{""Gram: Split"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,184.4,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Gram: Whole][CPI],[Gram: Whole],"{""Gram: Whole"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,179.4,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Grapes][CPI],[Grapes],"{""Grapes"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,170.7,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Green Chillies][CPI],[Green Chillies],"{""Green Chillies"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,340.5,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Green Coconut (no.)][CPI],[Green Coconut (no.)],"{""Green Coconut (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,185.1,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Grinding Charges][IN][CPI],[Grinding Charges],"{""Grinding Charges"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,168.5,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Groundnut][CPI],[Groundnut],"{""Groundnut"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,170.8,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Groundnut Oil][CPI],[Groundnut Oil],"{""Groundnut Oil"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,273.9,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Guava][CPI],[Guava],"{""Guava"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,168.5,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Gur][CPI],[Gur],"{""Gur"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,163.4,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Hair Oil, Shampoo, Hair Cream][CPI]","[Hair Oil, Shampoo, Hair Cream]","{""Hair Oil, Shampoo, Hair Cream"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,187.1,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Headwear, Belts, Ties (no.)][CPI]","[Headwear, Belts, Ties (no.)]","{""Headwear, Belts, Ties (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,172.2,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Honey][CPI],[Honey],"{""Honey"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,198.9,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Hookah Tobacco (gm)][CPI],[Hookah Tobacco (gm)],"{""Hookah Tobacco (gm)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,230.8,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Hospital & Nursing Home Charges][CPI],[Hospital & Nursing Home Charges],"{""Hospital & Nursing Home Charges"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,176.3,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Hotel Lodging Charges][CPI],[Hotel Lodging Charges],"{""Hotel Lodging Charges"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,183.8,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][House Rent, Garage Rent][CPI]","[House Rent, Garage Rent]","{""House Rent, Garage Rent"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,158.4,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Ice-cream][CPI],[Ice-cream],"{""Ice-cream"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,167.4,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Incense (agarbatti), Room Freshener][CPI]","[Incense (agarbatti), Room Freshener]","{""Incense (agarbatti), Room Freshener"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,229.3,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Ingredients for Pan (gm)][CPI],[Ingredients for Pan (gm)],"{""Ingredients for Pan (gm)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,143.0,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Internet Expenses][CPI],[Internet Expenses],"{""Internet Expenses"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,159.8,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Inverter][IN][CPI],[Inverter],"{""Inverter"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,273.3,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Jackfruit][CPI],[Jackfruit],"{""Jackfruit"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,221.4,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Jeera (gm)][IN][CPI],[Jeera (gm)],"{""Jeera (gm)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,214.7,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Jowar & its Products][CPI],[Jowar & its Products],"{""Jowar & its Products"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,258.6,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Kerosene – Other Sources (litre)][IN][CPI],[Kerosene – Other Sources (litre)],"{""Kerosene – Other Sources (litre)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,340.8,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Kerosene – PDS (litre)][CPI],[Kerosene – PDS (litre)],"{""Kerosene – PDS (litre)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,158.9,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Kharbooza][IN][CPI],[Kharbooza],"{""Kharbooza"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,210.8,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Khesari][CPI],[Khesari],"{""Khesari"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,158.6,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Knitting Wool (gm)][CPI],[Knitting Wool (gm)],"{""Knitting Wool (gm)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,189.6,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Kurta-pajama Suits: Females (no.)][CPI],[Kurta-pajama Suits: Females (no.)],"{""Kurta-pajama Suits: Females (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,192.9,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][IN][Kurta-pajama Suits: Males (no.)][CPI],[Kurta-pajama Suits: Males (no.)],"{""Kurta-pajama Suits: Males (no.)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,151.3,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Lady's Finger][IN][CPI],[Lady's Finger],"{""Lady's Finger"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,203.9,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Leaf Tobacco (gm)][IN][CPI],[Leaf Tobacco (gm)],"{""Leaf Tobacco (gm)"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,185.9,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][IN][Leather Boots, Shoes][CPI]","[Leather Boots, Shoes]","{""Leather Boots, Shoes"": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,186.9,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,"[YoY][Leather Sandals, Chappals, etc.][IN][CPI]","[Leather Sandals, Chappals, etc.]","{""Leather Sandals, Chappals, etc."": ""ConsumptionItem""}"
CPI,CPI,YoY,IN,298.1,,2025-06-30,M,PERCENT,MacroSearchEngine,False,True,,[YoY][Leechi][IN][CPI],[Leechi],"{""Leechi"": ""ConsumptionItem""}"
